Daily LE,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,BQA,Cloud Cover,NDVI,EVI,SAVI,VARI,NDWI,Date Epoch
508.425235063,0.3669381141662597,0.3547553420066833,0.3315540552139282,0.3423646688461303,0.4093075096607208,0.3768755793571472,0.3339656591415405,0.3111801445484161,0.0201244167983531,273.7478332519531,272.5357360839844,2800.0,49.66,0.0890585586758953,0.2084588351550122,0.0802240897785809,-0.0338717228857859,-0.1049500448305051,1480982400
348.215996484,0.1431449800729751,0.1184839382767677,0.0962121933698654,0.0922442451119422,0.1927657276391983,0.1672940254211425,0.1063240766525268,0.0947188809514045,0.0016639719251543,287.2989196777344,285.2596435546875,2720.0,56.19,0.3526946147074909,0.2930308063492081,0.1920768258044591,0.0567072527963967,-0.3341208004133454,1481587200
566.715465885,0.1509467214345932,0.1248480528593063,0.0938857346773147,0.0888483822345733,0.1645388752222061,0.1460830718278885,0.0915841832756996,0.0898037403821945,0.0009987757075577,284.4522399902344,283.8096008300781,2720.0,13.59,0.2987146778702688,0.2485669179966501,0.1507003713663984,0.0870218510307702,-0.2733994280667088,1482364800
396.392787327,0.1429638564586639,0.1165083721280098,0.0879677310585975,0.0842318162322044,0.1488718092441558,0.1368386894464492,0.0863604173064231,0.0864472985267639,0.0017376256873831,284.3740539550781,284.3507385253906,2720.0,0.41,0.2773015343706302,0.2070600294570279,0.1322595962541093,0.0670827077265398,-0.2571533372666754,1482969600
5960.574455999999,0.1229624524712562,0.1013855785131454,0.0915439054369926,0.0689150765538215,0.4240568280220032,0.1953606903553009,0.0888789370656013,0.0819126293063163,0.0004441562632564,302.2232360839844,300.67724609375,2720.0,0.13,0.7204097194418444,0.8242583555696227,0.536483081492457,0.38306289380677633,-0.6449038975454722,1471132800
5960.574455999999,0.121889591217041,0.1004546359181404,0.0906061381101608,0.068012535572052,0.4225119650363922,0.1936793178319931,0.0881498083472251,0.0812442749738693,0.0004171080363448,302.2140197753906,300.67724609375,2720.0,34.33,0.7226946442524702,0.8227507986967533,0.5368359327506544,0.3884462531599682,-0.6468409999392184,1471132800
5100.408403,0.1200356408953666,0.1003034189343452,0.0952784419059753,0.0828753262758255,0.3468458950519562,0.24132139980793,0.1313357055187225,0.0897141993045806,0.0006618211627937,304.60406494140625,301.69189453125,2720.0,0.02,0.6142832973444889,0.6044266323522024,0.42588664653551905,0.15931997415612384,-0.5689970719026889,1472515200
5100.408403,0.1186171993613243,0.099093921482563,0.0942009910941124,0.08211400359869,0.3421174883842468,0.2385181784629821,0.1298563927412033,0.0886056125164032,0.0006297781364992,304.5860290527344,301.6810302734375,2720.0,0.44,0.6128811502659837,0.5954657745466816,0.4219778600506024,0.15652446920175211,-0.5682007729457875,1472515200
2590.501487,0.1283330768346786,0.1103134080767631,0.1022444739937782,0.1010469645261764,0.2905385494232178,0.2704375088214874,0.16451495885849,0.0994502902030944,0.001511136884801,302.7832946777344,300.9971618652344,2720.0,0.01,0.48390856695871004,0.4429568491523098,0.3187999052233313,0.012879488432844791,-0.47938445453009854,1475280000
2590.501487,0.1258179545402526,0.1081632152199745,0.1002856269478797,0.0992520377039909,0.2845430076122284,0.2648490369319916,0.1611553728580474,0.0976876989006996,0.0014246648643165,302.7901611328125,301.00262451171875,2720.0,0.91,0.48278624794536135,0.43339627396564,0.3144806664569061,0.011311578349473026,-0.4788037170751871,1475280000
3054.164267,0.1445271074771881,0.1186903864145279,0.1076265648007392,0.072786621749401,0.4738739430904388,0.2247001826763153,0.1054074615240097,0.0945338457822799,0.0008559339912608,291.43072509765625,289.1314697265625,2976.0,32.91,0.7337045090467572,0.9826566066983787,0.5748100217223893,0.5644582386863624,-0.6298315707717989,1476662400
3054.164267,0.1408628672361374,0.1157176047563552,0.1048748716711998,0.0709874629974365,0.4621599316596985,0.2188625931739807,0.1028360649943351,0.0922095701098442,0.0008340502390637,291.4231262207031,289.13446044921875,2976.0,11.76,0.7337041737094551,0.9585655836879599,0.5679331971679775,0.5634310557747431,-0.6300937048126863,1476662400
6908.9654980000005,0.1152887418866157,0.0922622606158256,0.0918155759572982,0.0532445460557937,0.5307481288909912,0.2094717472791671,0.0938926488161087,0.073992945253849,0.0016973889432847,293.3133239746094,291.71148681640625,2720.0,4.94,0.8176533770371501,1.0306587990360103,0.6607566552864007,0.7305415196893095,-0.7050403830410495,1494633600
6908.9654980000005,0.114512525498867,0.091596707701683,0.0911974012851715,0.0528860613703727,0.5270859599113464,0.2080835849046707,0.0931273847818374,0.073450393974781,0.0016859606839716,293.3157958984375,291.71441650390625,2720.0,0.5,0.8176254735409605,1.0242544242422096,0.6586280327589268,0.7299239579295105,-0.7049980413230467,1494633600
8628.064911,0.1159650236368179,0.0935082286596298,0.0896093323826789,0.0616635903716087,0.4485694468021393,0.2062495797872543,0.0918092727661132,0.0756691321730613,0.0010019473265856,301.40606689453125,299.3155822753906,2720.0,0.51,0.75829244333855,0.8657631928208697,0.5744801083415578,0.48378585655237955,-0.6669904654419462,1497398400
8628.064911,0.1154152378439903,0.0930998846888542,0.089434877038002,0.0616328604519367,0.4464804530143738,0.2060428708791732,0.0918420702219009,0.0753170028328895,0.0010409448295831,301.41070556640625,299.32110595703125,2720.0,0.09,0.7574050558467676,0.8605496175951974,0.5726254986741102,0.4796109436978343,-0.6662350486250825,1497398400
9057.238293,0.1149712726473808,0.0925497636198997,0.084335945546627,0.0596722848713398,0.4397723376750946,0.2008167803287506,0.0868444889783859,0.0725036039948463,0.0012875673128291,306.6385498046875,304.3360900878906,2720.0,0.01,0.7610454405651672,0.8609811759335777,0.5704669036619314,0.4792925675782799,-0.6781735826489539,1500163200
9057.238293,0.1143828928470611,0.0920761302113533,0.08383809030056,0.0593006499111652,0.4375659525394439,0.1998111754655838,0.0862675383687019,0.0721104741096496,0.0012809780891984,306.6407775878906,304.3360900878906,2720.0,0.36,0.7613015259279377,0.8575119884933138,0.5691814256266353,0.48053635310094867,-0.6784141149197562,1500163200
3687.55453,0.1471960097551345,0.1365813463926315,0.1398544013500213,0.1635157763957977,0.3841279745101928,0.3261678218841553,0.1743577271699905,0.1468323469161987,0.001295574940741,310.83172607421875,306.9773864746094,2720.0,0.26,0.40283888522315264,0.41132515892881405,0.31586910806790786,-0.1418642654535523,-0.466186620798364,1501545600
3687.55453,0.1461345106363296,0.1355915069580078,0.1388650387525558,0.1623215079307556,0.3817603290081024,0.3238980174064636,0.1731354147195816,0.1458635926246643,0.0013319801073521,310.8123779296875,306.96954345703125,2720.0,29.9,0.4033195122115546,0.4097821048412017,0.3152609498323223,-0.14164958815862114,-0.4665452459612193,1501545600
1968.036092,0.130540132522583,0.106370098888874,0.0879774689674377,0.0669155269861221,0.344450443983078,0.186339646577835,0.0923288017511367,0.0786531716585159,0.0008044416899792,288.3895568847656,287.2242736816406,2720.0,14.85,0.674666687531467,0.7317663028513074,0.4567894663136406,0.43406192242062464,-0.593099953390357,1509840000
1968.036092,0.1262958198785781,0.1029470115900039,0.0850462615489959,0.0645629838109016,0.3332158029079437,0.1801395863294601,0.0891853645443916,0.0760958865284919,0.0007782865432091,288.3817749023437,287.2242736816406,2720.0,8.55,0.675382469017708,0.70810578443593,0.4488624977633415,0.4389690780579409,-0.5933350462494477,1509840000
2081.106548,0.2405558973550796,0.221322476863861,0.1891363859176635,0.1860995292663574,0.281001329421997,0.1544656008481979,0.1302167475223541,0.1930474936962127,0.0474853999912738,266.388916015625,265.28826904296875,6896.0,51.56,0.2031719668041914,0.32162255093247205,0.1471952991816464,0.019730938925482885,-0.19540007216388453,1525046400
2081.106548,0.238647386431694,0.2195774912834167,0.187619462609291,0.1846084147691726,0.2786348462104797,0.1531750261783599,0.1291323751211166,0.1914288699626922,0.0471500791609287,266.3954162597656,265.2919616699219,6896.0,54.09,0.20297420245782508,0.3178913507209667,0.14642162875712028,0.01972512429967648,-0.19520545307468756,1525046400
5752.367307,0.1240474507212638,0.1029591634869575,0.098195843398571,0.0718298926949501,0.417874664068222,0.2512928247451782,0.131471961736679,0.0852253139019012,0.0008050628239288,301.0953063964844,299.0444030761719,2720.0,1.51,0.7066398843836447,0.8035142868975214,0.5244667749712263,0.39313102904919534,-0.6194479553556371,1525824000
4834.283904,0.1395065784454345,0.1172221601009368,0.0969873815774917,0.0796744376420974,0.3128977119922638,0.1685722768306732,0.0844278633594513,0.0919504910707473,0.0017879825318232,299.6398620605469,295.895263671875,2720.0,14.79,0.5940902190014975,0.639473751517751,0.3919402052467781,0.2912692332376017,-0.5267581910197662,1529193600
4834.283904,0.1388020366430282,0.1166345253586769,0.0964427664875984,0.079116940498352,0.3117346465587616,0.1682212054729461,0.0840237513184547,0.0916227996349334,0.0017803439404815,299.6280822753906,295.895263671875,2720.0,52.13,0.5951560995616938,0.6378838583189951,0.391677541085465,0.2940309305932983,-0.5274468238317507,1529193600
3778.40944,0.1898296028375625,0.1709426790475845,0.1558285653591156,0.1608589738607406,0.3682264387607574,0.3335394263267517,0.1927792429924011,0.1545023620128631,0.0008917509694583,309.2339172363281,306.6678771972656,2720.0,2.66,0.39193570632113645,0.49311674864434657,0.30225984503817965,-0.034515169150247035,-0.40529690916386646,1533340800
3778.40944,0.1884603351354599,0.1696846783161163,0.1547458916902542,0.1598314344882965,0.364887923002243,0.3313323855400085,0.19168421626091,0.1535199135541916,0.0008854253101162,309.2252197265625,306.6652526855469,2720.0,29.27,0.39079268867576245,0.4876531694145482,0.30016485052470526,-0.035098694606441806,-0.404404073349892,1533340800
5064.480886,0.1182434782385826,0.0947660580277443,0.086290568113327,0.0585606396198272,0.4055538773536682,0.1990116834640503,0.0956815332174301,0.0733263120055198,0.0015356236835941,295.7471923828125,294.30419921875,2720.0,0.05,0.7476457319124472,0.8291971705147048,0.5398631048878504,0.5536556974792166,-0.6491143941601452,1538870400
5064.480886,0.1157010868191719,0.0927399396896362,0.0844508185982704,0.0574750751256942,0.3955383002758026,0.1948376297950744,0.0937508046627044,0.0718582868576049,0.0015018556732684,295.7301940917969,294.2984619140625,2720.0,0.13,0.7462544010990614,0.8088881620820408,0.5320962442017433,0.548444042657969,-0.6481136122570045,1538870400
2045.01339,0.1447748988866806,0.1240286901593208,0.1118426322937011,0.1037310510873794,0.3337336480617523,0.250374972820282,0.1424199342727661,0.1056000739336013,0.0041118543595075,292.5135803222656,291.93658447265625,2720.0,11.71,0.5257626442127276,0.56048719583672,0.3680180125979081,0.08860758978562722,-0.4979865974711223,1541635200
2045.01339,0.1399903893470764,0.1199762746691703,0.1081990227103233,0.1006846949458122,0.3217792212963104,0.2426620572805404,0.1384730786085128,0.1023103967308998,0.0039739138446748,292.5185852050781,291.9482727050781,2720.0,0.07,0.5233453505737622,0.5386950510872336,0.3595173574666958,0.0845185454901992,-0.4967232681258449,1541635200
1556.089662,0.1341829597949981,0.1039894074201583,0.0784556567668914,0.0490228943526744,0.2600924074649811,0.1462128162384033,0.0767438933253288,0.0641434416174888,0.0007132237660698,283.5565490722656,283.01837158203125,2720.0,5.93,0.6828180677927573,0.6814768190304288,0.3912968509645251,1.2530368408006003,-0.5365168786600595,1545782400
